file,header,env,subgoal,mode,n,seed,S,eval_filter,offset,budget,epfile,sr20,sr5,srq,call_ratio,tau,k
pusht_k4job_2271066_6.log,pusht k=4: speck4 seed=44 (t150),pusht,specaccept,long,256,44,,none,150,300,pusht.episodes150.json,60.55,49.22,,0.526,0.2,4
pusht_k4job_2271066_7.log,pusht k=4: speck4 seed=45 (t150),pusht,specaccept,long,256,45,,none,150,300,pusht.episodes150.json,58.20,47.27,,0.522,0.2,4
pusht_offaxis_tau0.10_k4_seed42.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,64.06,52.73,,0.869,0.1,4
pusht_offaxis_tau0.10_k4_seed43.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,64.06,50.39,,0.876,0.1,4
pusht_offaxis_tau0.30_k4_seed42.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,66.41,53.12,,0.477,0.3,4
pusht_offaxis_tau0.30_k4_seed43.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,63.67,54.30,,0.466,0.3,4
pusht_offaxisjob_2271116_0.log,off-axis: tau=0.30 k=4 seed=42 (t100),pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,66.41,53.12,,0.477,0.3,4
pusht_offaxisjob_2271116_1.log,off-axis: tau=0.30 k=4 seed=43 (t100),pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,63.67,54.30,,0.466,0.3,4
pusht_offaxisjob_2271116_2.log,off-axis: tau=0.10 k=4 seed=42 (t100),pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,64.06,52.73,,0.869,0.1,4
pusht_offaxisjob_2271116_3.log,off-axis: tau=0.10 k=4 seed=43 (t100),pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,64.06,50.39,,0.876,0.1,4
pusht_repl_2270737_0.log,"replication arm=baseline seed=42 (short, success5, n=256)",pusht,baseline,short,256,42,,success5,25,50,,93.36,86.33,,,,
pusht_repl_2270737_1.log,"replication arm=baseline seed=43 (short, success5, n=256)",pusht,baseline,short,256,43,,success5,25,50,,92.19,84.38,,,,
pusht_repl_2270737_10.log,"replication arm=s10gdm seed=42 (short, success5, n=256)",pusht,gdm,short,256,42,,success5,25,50,,98.83,92.97,,,,
pusht_repl_2270737_11.log,"replication arm=s10gdm seed=43 (short, success5, n=256)",pusht,gdm,short,256,43,,success5,25,50,,100.00,92.58,,,,
pusht_repl_2270737_12.log,"replication arm=s10gdm seed=44 (short, success5, n=256)",pusht,gdm,short,256,44,,success5,25,50,,99.61,96.09,,,,
pusht_repl_2270737_13.log,"replication arm=s10gdm seed=45 (short, success5, n=256)",pusht,gdm,short,256,45,,success5,25,50,,99.22,95.31,,,,
pusht_repl_2270737_14.log,"replication arm=s10spec seed=42 (short, success5, n=256)",pusht,specaccept,short,256,42,,success5,25,50,,98.44,93.36,,0.750,0.2,8
pusht_repl_2270737_15.log,"replication arm=s10spec seed=43 (short, success5, n=256)",pusht,specaccept,short,256,43,,success5,25,50,,99.61,92.58,,0.736,0.2,8
pusht_repl_2270737_16.log,"replication arm=s10spec seed=44 (short, success5, n=256)",pusht,specaccept,short,256,44,,success5,25,50,,99.22,94.53,,0.736,0.2,8
pusht_repl_2270737_17.log,"replication arm=s10spec seed=45 (short, success5, n=256)",pusht,specaccept,short,256,45,,success5,25,50,,100.00,92.58,,0.731,0.2,8
pusht_repl_2270737_2.log,"replication arm=baseline seed=44 (short, success5, n=256)",pusht,baseline,short,256,44,,success5,25,50,,96.48,89.06,,,,
pusht_repl_2270737_3.log,"replication arm=baseline seed=45 (short, success5, n=256)",pusht,baseline,short,256,45,,success5,25,50,,96.48,87.89,,,,
pusht_repl_2270737_4.log,"replication arm=oracle seed=42 (short, success5, n=256)",pusht,oracle,short,256,42,,success5,25,50,,93.36,85.94,,,,
pusht_repl_2270737_5.log,"replication arm=oracle seed=43 (short, success5, n=256)",pusht,oracle,short,256,43,,success5,25,50,,91.80,82.03,,,,
pusht_repl_2270737_6.log,"replication arm=s25gdm seed=42 (short, success5, n=256)",pusht,gdm,short,256,42,,success5,25,50,,94.14,84.38,,,,
pusht_repl_2270737_7.log,"replication arm=s25gdm seed=43 (short, success5, n=256)",pusht,gdm,short,256,43,,success5,25,50,,92.19,80.08,,,,
pusht_repl_2270737_8.log,"replication arm=s25gdm seed=44 (short, success5, n=256)",pusht,gdm,short,256,44,,success5,25,50,,97.27,83.98,,,,
pusht_repl_2270737_9.log,"replication arm=s25gdm seed=45 (short, success5, n=256)",pusht,gdm,short,256,45,,success5,25,50,,95.70,82.81,,,,
pusht_repl_baseline_seed42.log,,pusht,baseline,short,256,42,,success5,25,50,,93.36,86.33,,,,
pusht_repl_baseline_seed43.log,,pusht,baseline,short,256,43,,success5,25,50,,92.19,84.38,,,,
pusht_repl_baseline_seed44.log,,pusht,baseline,short,256,44,,success5,25,50,,96.48,89.06,,,,
pusht_repl_baseline_seed45.log,,pusht,baseline,short,256,45,,success5,25,50,,96.48,87.89,,,,
pusht_repl_oracle_seed42.log,,pusht,oracle,short,256,42,,success5,25,50,,93.36,85.94,,,,
pusht_repl_oracle_seed43.log,,pusht,oracle,short,256,43,,success5,25,50,,91.80,82.03,,,,
pusht_repl_s10gdm_seed42.log,,pusht,gdm,short,256,42,,success5,25,50,,98.83,92.97,,,,
pusht_repl_s10gdm_seed43.log,,pusht,gdm,short,256,43,,success5,25,50,,100.00,92.58,,,,
pusht_repl_s10gdm_seed44.log,,pusht,gdm,short,256,44,,success5,25,50,,99.61,96.09,,,,
pusht_repl_s10gdm_seed45.log,,pusht,gdm,short,256,45,,success5,25,50,,99.22,95.31,,,,
pusht_repl_s10spec_seed42.log,,pusht,specaccept,short,256,42,,success5,25,50,,98.44,93.36,,0.750,0.2,8
pusht_repl_s10spec_seed43.log,,pusht,specaccept,short,256,43,,success5,25,50,,99.61,92.58,,0.736,0.2,8
pusht_repl_s10spec_seed44.log,,pusht,specaccept,short,256,44,,success5,25,50,,99.22,94.53,,0.736,0.2,8
pusht_repl_s10spec_seed45.log,,pusht,specaccept,short,256,45,,success5,25,50,,100.00,92.58,,0.731,0.2,8
pusht_repl_s25gdm_seed42.log,,pusht,gdm,short,256,42,,success5,25,50,,94.14,84.38,,,,
pusht_repl_s25gdm_seed43.log,,pusht,gdm,short,256,43,,success5,25,50,,92.19,80.08,,,,
pusht_repl_s25gdm_seed44.log,,pusht,gdm,short,256,44,,success5,25,50,,97.27,83.98,,,,
pusht_repl_s25gdm_seed45.log,,pusht,gdm,short,256,45,,success5,25,50,,95.70,82.81,,,,
pusht_rh1_short_seed42.log,,pusht,baseline,short,256,42,,success5,25,50,,81.25,72.66,,,,
pusht_rh1_short_seed43.log,,pusht,baseline,short,256,43,,success5,25,50,,78.91,68.36,,,,
pusht_rh1_short_seed44.log,,pusht,baseline,short,256,44,,success5,25,50,,84.38,73.44,,,,
pusht_rh1_short_seed45.log,,pusht,baseline,short,256,45,,success5,25,50,,82.81,70.31,,,,
pusht_rh1_t100_seed42.log,,pusht,baseline,long,256,42,,none,100,200,pusht.episodes150as100.json,17.58,11.33,,,,
pusht_rh1_t100_seed43.log,,pusht,baseline,long,256,43,,none,100,200,pusht.episodes150as100.json,18.36,12.50,,,,
pusht_rh1_t150_seed42.log,,pusht,baseline,long,256,42,,none,150,300,pusht.episodes150.json,4.30,2.73,,,,
pusht_rh1_t150_seed43.log,,pusht,baseline,long,256,43,,none,150,300,pusht.episodes150.json,3.91,2.73,,,,
pusht_rh1_t25_seed42.log,,pusht,baseline,long,256,42,,none,25,50,pusht.episodes150as25.json,88.28,82.81,,,,
pusht_rh1_t25_seed43.log,,pusht,baseline,long,256,43,,none,25,50,pusht.episodes150as25.json,88.28,84.38,,,,
pusht_rh1_t50_seed42.log,,pusht,baseline,long,256,42,,none,50,100,pusht.episodes150as50.json,55.86,41.80,,,,
pusht_rh1_t50_seed43.log,,pusht,baseline,long,256,43,,none,50,100,pusht.episodes150as50.json,59.38,42.97,,,,
pusht_rh1_t75_seed42.log,,pusht,baseline,long,256,42,,none,75,150,pusht.episodes150as75.json,35.94,19.92,,,,
pusht_rh1_t75_seed43.log,,pusht,baseline,long,256,43,,none,75,150,pusht.episodes150as75.json,35.55,20.31,,,,
pusht_rh2_short_seed42.log,,pusht,baseline,short,256,42,,success5,25,50,,91.41,82.42,,,,
pusht_rh2_short_seed43.log,,pusht,baseline,short,256,43,,success5,25,50,,91.80,85.55,,,,
pusht_rh2_short_seed44.log,,pusht,baseline,short,256,44,,success5,25,50,,94.92,87.89,,,,
pusht_rh2_short_seed45.log,,pusht,baseline,short,256,45,,success5,25,50,,95.31,86.72,,,,
pusht_rh2_t100_seed42.log,,pusht,baseline,long,256,42,,none,100,200,pusht.episodes150as100.json,27.73,17.58,,,,
pusht_rh2_t100_seed43.log,,pusht,baseline,long,256,43,,none,100,200,pusht.episodes150as100.json,24.61,16.80,,,,
pusht_rh2_t150_seed42.log,,pusht,baseline,long,256,42,,none,150,300,pusht.episodes150.json,8.98,5.86,,,,
pusht_rh2_t150_seed43.log,,pusht,baseline,long,256,43,,none,150,300,pusht.episodes150.json,10.55,6.25,,,,
pusht_rh2_t25_seed42.log,,pusht,baseline,long,256,42,,none,25,50,pusht.episodes150as25.json,96.48,91.02,,,,
pusht_rh2_t25_seed43.log,,pusht,baseline,long,256,43,,none,25,50,pusht.episodes150as25.json,96.09,88.67,,,,
pusht_rh2_t50_seed42.log,,pusht,baseline,long,256,42,,none,50,100,pusht.episodes150as50.json,66.41,47.27,,,,
pusht_rh2_t50_seed43.log,,pusht,baseline,long,256,43,,none,50,100,pusht.episodes150as50.json,66.02,51.95,,,,
pusht_rh2_t75_seed42.log,,pusht,baseline,long,256,42,,none,75,150,pusht.episodes150as75.json,46.09,33.20,,,,
pusht_rh2_t75_seed43.log,,pusht,baseline,long,256,43,,none,75,150,pusht.episodes150as75.json,48.05,30.86,,,,
pusht_rhjob_2270744_0.log,pusht rh-sweep: short protocol RH=1 seed=42,pusht,baseline,short,256,42,,success5,25,50,,81.25,72.66,,,,
pusht_rhjob_2270744_1.log,pusht rh-sweep: short protocol RH=1 seed=43,pusht,baseline,short,256,43,,success5,25,50,,78.91,68.36,,,,
pusht_rhjob_2270744_10.log,pusht rh-sweep: horizon RH=1 t=50 budget=100 seed=42,pusht,baseline,long,256,42,,none,50,100,pusht.episodes150as50.json,55.86,41.80,,,,
pusht_rhjob_2270744_11.log,pusht rh-sweep: horizon RH=1 t=50 budget=100 seed=43,pusht,baseline,long,256,43,,none,50,100,pusht.episodes150as50.json,59.38,42.97,,,,
pusht_rhjob_2270744_12.log,pusht rh-sweep: horizon RH=1 t=75 budget=150 seed=42,pusht,baseline,long,256,42,,none,75,150,pusht.episodes150as75.json,35.94,19.92,,,,
pusht_rhjob_2270744_13.log,pusht rh-sweep: horizon RH=1 t=75 budget=150 seed=43,pusht,baseline,long,256,43,,none,75,150,pusht.episodes150as75.json,35.55,20.31,,,,
pusht_rhjob_2270744_14.log,pusht rh-sweep: horizon RH=1 t=100 budget=200 seed=42,pusht,baseline,long,256,42,,none,100,200,pusht.episodes150as100.json,17.58,11.33,,,,
pusht_rhjob_2270744_15.log,pusht rh-sweep: horizon RH=1 t=100 budget=200 seed=43,pusht,baseline,long,256,43,,none,100,200,pusht.episodes150as100.json,18.36,12.50,,,,
pusht_rhjob_2270744_16.log,pusht rh-sweep: horizon RH=1 t=150 budget=300 seed=42,pusht,baseline,long,256,42,,none,150,300,pusht.episodes150.json,4.30,2.73,,,,
pusht_rhjob_2270744_17.log,pusht rh-sweep: horizon RH=1 t=150 budget=300 seed=43,pusht,baseline,long,256,43,,none,150,300,pusht.episodes150.json,3.91,2.73,,,,
pusht_rhjob_2270744_18.log,pusht rh-sweep: horizon RH=2 t=25 budget=50 seed=42,pusht,baseline,long,256,42,,none,25,50,pusht.episodes150as25.json,96.48,91.02,,,,
pusht_rhjob_2270744_19.log,pusht rh-sweep: horizon RH=2 t=25 budget=50 seed=43,pusht,baseline,long,256,43,,none,25,50,pusht.episodes150as25.json,96.09,88.67,,,,
pusht_rhjob_2270744_2.log,pusht rh-sweep: short protocol RH=1 seed=44,pusht,baseline,short,256,44,,success5,25,50,,84.38,73.44,,,,
pusht_rhjob_2270744_20.log,pusht rh-sweep: horizon RH=2 t=50 budget=100 seed=42,pusht,baseline,long,256,42,,none,50,100,pusht.episodes150as50.json,66.41,47.27,,,,
pusht_rhjob_2270744_21.log,pusht rh-sweep: horizon RH=2 t=50 budget=100 seed=43,pusht,baseline,long,256,43,,none,50,100,pusht.episodes150as50.json,66.02,51.95,,,,
pusht_rhjob_2270744_22.log,pusht rh-sweep: horizon RH=2 t=75 budget=150 seed=42,pusht,baseline,long,256,42,,none,75,150,pusht.episodes150as75.json,46.09,33.20,,,,
pusht_rhjob_2270744_23.log,pusht rh-sweep: horizon RH=2 t=75 budget=150 seed=43,pusht,baseline,long,256,43,,none,75,150,pusht.episodes150as75.json,48.05,30.86,,,,
pusht_rhjob_2270744_24.log,pusht rh-sweep: horizon RH=2 t=100 budget=200 seed=42,pusht,baseline,long,256,42,,none,100,200,pusht.episodes150as100.json,27.73,17.58,,,,
pusht_rhjob_2270744_25.log,pusht rh-sweep: horizon RH=2 t=100 budget=200 seed=43,pusht,baseline,long,256,43,,none,100,200,pusht.episodes150as100.json,24.61,16.80,,,,
pusht_rhjob_2270744_26.log,pusht rh-sweep: horizon RH=2 t=150 budget=300 seed=42,pusht,baseline,long,256,42,,none,150,300,pusht.episodes150.json,8.98,5.86,,,,
pusht_rhjob_2270744_27.log,pusht rh-sweep: horizon RH=2 t=150 budget=300 seed=43,pusht,baseline,long,256,43,,none,150,300,pusht.episodes150.json,10.55,6.25,,,,
pusht_rhjob_2270744_3.log,pusht rh-sweep: short protocol RH=1 seed=45,pusht,baseline,short,256,45,,success5,25,50,,82.81,70.31,,,,
pusht_rhjob_2270744_4.log,pusht rh-sweep: short protocol RH=2 seed=42,pusht,baseline,short,256,42,,success5,25,50,,91.41,82.42,,,,
pusht_rhjob_2270744_5.log,pusht rh-sweep: short protocol RH=2 seed=43,pusht,baseline,short,256,43,,success5,25,50,,91.80,85.55,,,,
pusht_rhjob_2270744_6.log,pusht rh-sweep: short protocol RH=2 seed=44,pusht,baseline,short,256,44,,success5,25,50,,94.92,87.89,,,,
pusht_rhjob_2270744_7.log,pusht rh-sweep: short protocol RH=2 seed=45,pusht,baseline,short,256,45,,success5,25,50,,95.31,86.72,,,,
pusht_rhjob_2270744_8.log,pusht rh-sweep: horizon RH=1 t=25 budget=50 seed=42,pusht,baseline,long,256,42,,none,25,50,pusht.episodes150as25.json,88.28,82.81,,,,
pusht_rhjob_2270744_9.log,pusht rh-sweep: horizon RH=1 t=25 budget=50 seed=43,pusht,baseline,long,256,43,,none,25,50,pusht.episodes150as25.json,88.28,84.38,,,,
pusht_s15_short_seed42.log,,pusht,gdm,short,256,42,,success5,25,50,,97.66,90.62,,,,
pusht_s15_short_seed43.log,,pusht,gdm,short,256,43,,success5,25,50,,98.83,90.23,,,,
pusht_s15_short_seed44.log,,pusht,gdm,short,256,44,,success5,25,50,,98.05,94.92,,,,
pusht_s15_short_seed45.log,,pusht,gdm,short,256,45,,success5,25,50,,99.22,91.41,,,,
pusht_s15_t150_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,49.22,,,,
pusht_s15_t150_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,58.59,48.83,,,,
pusht_s15_t150_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,57.03,48.44,,,,
pusht_s15_t150_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,58.20,48.83,,,,
pusht_s5_short_seed42.log,,pusht,gdm,short,256,42,,success5,25,50,,98.44,93.75,,,,
pusht_s5_short_seed43.log,,pusht,gdm,short,256,43,,success5,25,50,,98.83,91.80,,,,
pusht_s5_short_seed44.log,,pusht,gdm,short,256,44,,success5,25,50,,98.83,92.97,,,,
pusht_s5_short_seed45.log,,pusht,gdm,short,256,45,,success5,25,50,,98.44,94.53,,,,
pusht_s5_t150_seed42.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,54.30,46.88,,,,
pusht_s5_t150_seed43.log,,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,56.25,50.39,,,,
pusht_s5_t150_seed44.log,,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,55.08,48.44,,,,
pusht_s5_t150_seed45.log,,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,55.47,49.22,,,,
pusht_scurve_ev_2271079_0.log,s-curve eval: S=15 t150 seed=42,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,49.22,,,,
pusht_scurve_ev_2271079_1.log,s-curve eval: S=15 t150 seed=43,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,58.59,48.83,,,,
pusht_scurve_ev_2271079_10.log,s-curve eval: S=5 t150 seed=44,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,55.08,48.44,,,,
pusht_scurve_ev_2271079_11.log,s-curve eval: S=5 t150 seed=45,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,55.47,49.22,,,,
pusht_scurve_ev_2271079_12.log,s-curve eval: S=5 native short seed=42,pusht,gdm,short,256,42,,success5,25,50,,98.44,93.75,,,,
pusht_scurve_ev_2271079_13.log,s-curve eval: S=5 native short seed=43,pusht,gdm,short,256,43,,success5,25,50,,98.83,91.80,,,,
pusht_scurve_ev_2271079_14.log,s-curve eval: S=5 native short seed=44,pusht,gdm,short,256,44,,success5,25,50,,98.83,92.97,,,,
pusht_scurve_ev_2271079_15.log,s-curve eval: S=5 native short seed=45,pusht,gdm,short,256,45,,success5,25,50,,98.44,94.53,,,,
pusht_scurve_ev_2271079_2.log,s-curve eval: S=15 t150 seed=44,pusht,gdm,long,256,44,,none,150,300,pusht.episodes150.json,57.03,48.44,,,,
pusht_scurve_ev_2271079_3.log,s-curve eval: S=15 t150 seed=45,pusht,gdm,long,256,45,,none,150,300,pusht.episodes150.json,58.20,48.83,,,,
pusht_scurve_ev_2271079_4.log,s-curve eval: S=15 native short seed=42,pusht,gdm,short,256,42,,success5,25,50,,97.66,90.62,,,,
pusht_scurve_ev_2271079_5.log,s-curve eval: S=15 native short seed=43,pusht,gdm,short,256,43,,success5,25,50,,98.83,90.23,,,,
pusht_scurve_ev_2271079_6.log,s-curve eval: S=15 native short seed=44,pusht,gdm,short,256,44,,success5,25,50,,98.05,94.92,,,,
pusht_scurve_ev_2271079_7.log,s-curve eval: S=15 native short seed=45,pusht,gdm,short,256,45,,success5,25,50,,99.22,91.41,,,,
pusht_scurve_ev_2271079_8.log,s-curve eval: S=5 t150 seed=42,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,54.30,46.88,,,,
pusht_scurve_ev_2271079_9.log,s-curve eval: S=5 t150 seed=43,pusht,gdm,long,256,43,,none,150,300,pusht.episodes150.json,56.25,50.39,,,,
pusht_smoke_2270733.log,BASELINE n=32 short (validates env + encoder + harness + scoring),pusht,baseline,short,32,42,,none,25,50,,96.88,84.38,,,,
pusht_speck1_t100_seed42.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,55.86,44.92,,1.000,0.2,1
pusht_speck1_t100_seed43.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,53.52,41.80,,1.000,0.2,1
pusht_speck1_t100_seed44.log,,pusht,specaccept,long,256,44,,none,100,200,pusht.episodes150as100.json,53.12,41.80,,1.000,0.2,1
pusht_speck1_t100_seed45.log,,pusht,specaccept,long,256,45,,none,100,200,pusht.episodes150as100.json,56.25,44.53,,1.000,0.2,1
pusht_speck2_t100_seed42.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,51.56,45.31,,1.000,0.2,2
pusht_speck2_t100_seed43.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,55.86,43.75,,1.000,0.2,2
pusht_speck2_t100_seed44.log,,pusht,specaccept,long,256,44,,none,100,200,pusht.episodes150as100.json,56.64,44.14,,1.000,0.2,2
pusht_speck2_t100_seed45.log,,pusht,specaccept,long,256,45,,none,100,200,pusht.episodes150as100.json,58.20,44.53,,1.000,0.2,2
pusht_speck4_t100_seed42.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,64.06,51.56,,0.577,0.2,4
pusht_speck4_t100_seed43.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,65.23,50.78,,0.571,0.2,4
pusht_speck4_t100_seed44.log,,pusht,specaccept,long,256,44,,none,100,200,pusht.episodes150as100.json,66.02,53.91,,0.573,0.2,4
pusht_speck4_t100_seed45.log,,pusht,specaccept,long,256,45,,none,100,200,pusht.episodes150as100.json,64.84,52.34,,0.578,0.2,4
pusht_speck4_t150_seed42.log,,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.json,60.55,50.00,,0.530,0.2,4
pusht_speck4_t150_seed43.log,,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.json,56.25,48.83,,0.526,0.2,4
pusht_speck4_t150_seed44.log,,pusht,specaccept,long,256,44,,none,150,300,pusht.episodes150.json,60.55,49.22,,0.526,0.2,4
pusht_speck4_t150_seed45.log,,pusht,specaccept,long,256,45,,none,150,300,pusht.episodes150.json,58.20,47.27,,0.522,0.2,4
pusht_speck8_t100_seed42.log,,pusht,specaccept,long,256,42,,none,100,200,pusht.episodes150as100.json,62.89,53.91,,0.568,0.2,8
pusht_speck8_t100_seed43.log,,pusht,specaccept,long,256,43,,none,100,200,pusht.episodes150as100.json,64.45,53.12,,0.551,0.2,8
pusht_speck8_t100_seed44.log,,pusht,specaccept,long,256,44,,none,100,200,pusht.episodes150as100.json,63.28,53.91,,0.559,0.2,8
pusht_speck8_t100_seed45.log,,pusht,specaccept,long,256,45,,none,100,200,pusht.episodes150as100.json,62.50,52.34,,0.566,0.2,8
pusht_timing_s10_k50.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.77,49.22,,,,
pusht_timing_s10_k8.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,48.44,,,,
pusht_timing_s10_spec.log,,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.json,58.59,50.78,,0.510,0.2,8
pusht_timing_s25_k50.log,,pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,58.20,42.97,,,,
pusht_timingjob_2270820_0.log,"timing arm=s25_k50 (t150, budget 300, n=256, seed 42)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,58.20,42.97,,,,
pusht_timingjob_2270820_1.log,"timing arm=s10_k50 (t150, budget 300, n=256, seed 42)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.77,49.22,,,,
pusht_timingjob_2270820_2.log,"timing arm=s10_spec (t150, budget 300, n=256, seed 42)",pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.json,58.59,50.78,,0.510,0.2,8
pusht_timingjob_2270820_3.log,"timing arm=s10_k8 (t150, budget 300, n=256, seed 42)",pusht,gdm,long,256,42,,none,150,300,pusht.episodes150.json,59.38,48.44,,,,
pusht_valtau0.15_seed42.log,,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.67,55.08,,0.608,0.15,8
pusht_valtau0.15_seed43.log,,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,63.28,54.30,,0.617,0.15,8
pusht_valtau0.20_seed42.log,,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.67,56.64,,0.494,0.2,8
pusht_valtau0.20_seed43.log,,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,65.23,54.30,,0.508,0.2,8
pusht_valtau0.25_seed42.log,,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.67,55.47,,0.456,0.25,8
pusht_valtau0.25_seed43.log,,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,63.67,56.25,,0.452,0.25,8
pusht_valtau0.30_seed42.log,,pusht,specaccept,long,256,42,,none,150,300,pusht.episodes150.val.json,63.28,56.64,,0.417,0.3,8
pusht_valtau0.30_seed43.log,,pusht,specaccept,long,256,43,,none,150,300,pusht.episodes150.val.json,64.06,57.81,,0.418,0.3,8
reacher_arms_2270237_0.log,arm=baseline subgoal=baseline ckpt=none horizon=receding=5 k=50 seed=42,reacher,baseline,,128,42,25,,25,50,,,,85.16,,,
reacher_arms_2270237_1.log,arm=baseline subgoal=baseline ckpt=none horizon=receding=5 k=50 seed=43,reacher,baseline,,128,43,25,,25,50,,,,85.94,,,
reacher_arms_2270237_10.log,arm=s15gdm subgoal=gdm ckpt=gdm_reacher_s15.pt horizon=receding=3 k=50 seed=44,reacher,gdm,,128,44,15,,25,50,,,,52.34,,,
reacher_arms_2270237_11.log,arm=s15gdm subgoal=gdm ckpt=gdm_reacher_s15.pt horizon=receding=3 k=50 seed=45,reacher,gdm,,128,45,15,,25,50,,,,52.34,,,
reacher_arms_2270237_12.log,arm=s10gdm subgoal=gdm ckpt=gdm_reacher_s10.pt horizon=receding=2 k=50 seed=42,reacher,gdm,,128,42,10,,25,50,,,,55.47,,,
reacher_arms_2270237_13.log,arm=s10gdm subgoal=gdm ckpt=gdm_reacher_s10.pt horizon=receding=2 k=50 seed=43,reacher,gdm,,128,43,10,,25,50,,,,60.94,,,
reacher_arms_2270237_14.log,arm=s10gdm subgoal=gdm ckpt=gdm_reacher_s10.pt horizon=receding=2 k=50 seed=44,reacher,gdm,,128,44,10,,25,50,,,,65.62,,,
reacher_arms_2270237_15.log,arm=s10gdm subgoal=gdm ckpt=gdm_reacher_s10.pt horizon=receding=2 k=50 seed=45,reacher,gdm,,128,45,10,,25,50,,,,60.16,,,
reacher_arms_2270237_16.log,arm=s5gdm subgoal=gdm ckpt=gdm_reacher_s5.pt horizon=receding=1 k=50 seed=42,reacher,gdm,,128,42,5,,25,50,,,,53.12,,,
