rel,accepted,state_dist
0.203030,0,0.093857
0.065361,1,0.016450
0.332702,0,0.201679
0.540982,0,0.227232
0.203504,0,0.083014
0.713608,0,0.274149
0.096194,1,0.084278
0.553820,0,0.097063
0.144007,1,0.051652
0.395167,0,0.240885
0.232781,0,0.078151
0.317054,0,0.145537
0.078689,1,0.023732
0.148209,1,0.087056
0.116845,1,0.044739
0.258985,0,0.137591
0.075773,1,0.016703
0.194875,1,0.099438
0.160990,1,0.031710
0.054327,1,0.022547
0.109574,1,0.043560
0.308754,0,0.109518
0.058717,1,0.018210
0.156968,1,0.065942
0.110316,1,0.058952
0.192629,1,0.045840
0.879575,0,0.403722
0.056215,1,0.034558
0.285905,0,0.127462
0.716981,0,0.313474
0.132803,1,0.042827
0.372715,0,0.092879
0.451207,0,0.184301
0.148059,1,0.021380
0.049436,1,0.026905
0.208875,0,0.087034
0.280647,0,0.103926
0.256498,0,0.135595
0.075413,1,0.036210
0.489377,0,0.207859
0.081961,1,0.035883
0.387169,0,0.108062
0.143795,1,0.068256
0.177338,1,0.040944
0.091819,1,0.086869
0.352623,0,0.107527
0.036879,1,0.020145
0.082881,1,0.061982
0.305137,0,0.139371
0.396323,0,0.035270
0.069163,1,0.032971
0.141694,1,0.023963
0.247228,0,0.042144
0.174549,1,0.088807
0.033544,1,0.019574
0.118049,1,0.040025
0.122356,1,0.058914
1.528317,0,2.766231
0.211966,0,0.066810
0.145447,1,0.080851
0.126738,1,0.044330
0.154803,1,0.077997
0.140340,1,0.058877
0.465614,0,0.194546
0.183960,1,0.082446
0.206860,0,0.085726
